gene	transcript
PB2015.15221	PB2015.15221.1
PB2015.10164	PB2015.10164.2
PB2015.10164	PB2015.10164.3
PB2015.10164	PB2015.10164.1
PB2015.10164	PB2015.10164.6
PB2015.10164	PB2015.10164.7
PB2015.10164	PB2015.10164.4
PB2015.10164	PB2015.10164.5
PB2015.14379	PB2015.14379.2
PB2015.14379	PB2015.14379.3
PB2015.10164	PB2015.10164.8
PB2015.14379	PB2015.14379.1
PB2015.12561	PB2015.12561.5
PB2015.12561	PB2015.12561.4
PB2015.5090	PB2015.5090.1
PB2015.12561	PB2015.12561.6
PB2015.12561	PB2015.12561.1
PB2015.12561	PB2015.12561.3
PB2015.12561	PB2015.12561.2
PB2015.8456	PB2015.8456.4
PB2015.4777	PB2015.4777.2
PB2015.8456	PB2015.8456.3
PB2015.3256	PB2015.3256.2
PB2015.13361	PB2015.13361.1
PB2015.16699	PB2015.16699.4
PB2015.624	PB2015.624.2
PB2015.624	PB2015.624.3
PB2015.624	PB2015.624.1
PB2015.16699	PB2015.16699.2
PB2015.11973	PB2015.11973.5
PB2015.11973	PB2015.11973.4
PB2015.11973	PB2015.11973.7
PB2015.11973	PB2015.11973.6
PB2015.11973	PB2015.11973.1
PB2015.16300	PB2015.16300.6
PB2015.11973	PB2015.11973.3
PB2015.11973	PB2015.11973.2
PB2015.6146	PB2015.6146.2
PB2015.1835	PB2015.1835.1
PB2015.1835	PB2015.1835.2
PB2015.1835	PB2015.1835.3
PB2015.11973	PB2015.11973.9
PB2015.11973	PB2015.11973.8
PB2015.6146	PB2015.6146.4
PB2015.6146	PB2015.6146.5
PB2015.11489	PB2015.11489.9
PB2015.11489	PB2015.11489.8
PB2015.11850	PB2015.11850.1
PB2015.12830	PB2015.12830.2
PB2015.11489	PB2015.11489.2
PB2015.11489	PB2015.11489.1
PB2015.12830	PB2015.12830.1
PB2015.11489	PB2015.11489.7
PB2015.11489	PB2015.11489.6
PB2015.11489	PB2015.11489.5
PB2015.11489	PB2015.11489.4
PB2015.14230	PB2015.14230.1
PB2015.13549	PB2015.13549.1
PB2015.13549	PB2015.13549.2
PB2015.13549	PB2015.13549.3
PB2015.14365	PB2015.14365.1
PB2015.16599	PB2015.16599.1
PB2015.236	PB2015.236.1
PB2015.14393	PB2015.14393.5
PB2015.14393	PB2015.14393.2
PB2015.14393	PB2015.14393.3
PB2015.1829	PB2015.1829.1
PB2015.14393	PB2015.14393.1
PB2015.11294	PB2015.11294.3
PB2015.13387	PB2015.13387.9
PB2015.11294	PB2015.11294.1
PB2015.11294	PB2015.11294.7
PB2015.11294	PB2015.11294.6
PB2015.11294	PB2015.11294.5
PB2015.11294	PB2015.11294.4
PB2015.13387	PB2015.13387.1
PB2015.13387	PB2015.13387.2
PB2015.13387	PB2015.13387.3
PB2015.13387	PB2015.13387.4
PB2015.13387	PB2015.13387.5
PB2015.13387	PB2015.13387.6
PB2015.13387	PB2015.13387.7
PB2015.15292	PB2015.15292.1
PB2015.14877	PB2015.14877.1
PB2015.4813	PB2015.4813.3
PB2015.4813	PB2015.4813.2
PB2015.4813	PB2015.4813.1
PB2015.4813	PB2015.4813.6
PB2015.7261	PB2015.7261.1
PB2015.4813	PB2015.4813.4
PB2015.11317	PB2015.11317.1
PB2015.3252	PB2015.3252.1
PB2015.2931	PB2015.2931.1
PB2015.2912	PB2015.2912.6
PB2015.15774	PB2015.15774.13
PB2015.11395	PB2015.11395.1
PB2015.14821	PB2015.14821.2
PB2015.14821	PB2015.14821.3
PB2015.14821	PB2015.14821.1
PB2015.14821	PB2015.14821.6
PB2015.14821	PB2015.14821.7
PB2015.14821	PB2015.14821.4
PB2015.14821	PB2015.14821.5
PB2015.9030	PB2015.9030.1
PB2015.8525	PB2015.8525.9
PB2015.8525	PB2015.8525.8
PB2015.845	PB2015.845.3
PB2015.8525	PB2015.8525.4
PB2015.8525	PB2015.8525.7
PB2015.8525	PB2015.8525.6
PB2015.8525	PB2015.8525.1
PB2015.8525	PB2015.8525.3
PB2015.8525	PB2015.8525.2
PB2015.9073	PB2015.9073.1
PB2015.13143	PB2015.13143.1
PB2015.11683	PB2015.11683.1
PB2015.13052	PB2015.13052.1
PB2015.13052	PB2015.13052.3
PB2015.16211	PB2015.16211.3
PB2015.5176	PB2015.5176.2
PB2015.5176	PB2015.5176.3
PB2015.5176	PB2015.5176.1
PB2015.5948	PB2015.5948.11
PB2015.5948	PB2015.5948.10
PB2015.5948	PB2015.5948.13
PB2015.5948	PB2015.5948.12
PB2015.13615	PB2015.13615.1
PB2015.7944	PB2015.7944.9
PB2015.7944	PB2015.7944.8
PB2015.1190	PB2015.1190.2
PB2015.1190	PB2015.1190.1
PB2015.7944	PB2015.7944.3
PB2015.7944	PB2015.7944.2
PB2015.7944	PB2015.7944.1
PB2015.9576	PB2015.9576.1
PB2015.7944	PB2015.7944.7
PB2015.7944	PB2015.7944.6
PB2015.7944	PB2015.7944.5
PB2015.7944	PB2015.7944.4
PB2015.15360	PB2015.15360.6
PB2015.16299	PB2015.16299.9
PB2015.15360	PB2015.15360.4
PB2015.15360	PB2015.15360.3
PB2015.2501	PB2015.2501.3
PB2015.15360	PB2015.15360.1
PB2015.16299	PB2015.16299.3
PB2015.16299	PB2015.16299.2
PB2015.16299	PB2015.16299.1
PB2015.6686	PB2015.6686.2
PB2015.16299	PB2015.16299.7
PB2015.16299	PB2015.16299.6
PB2015.16299	PB2015.16299.5
PB2015.16299	PB2015.16299.4
PB2015.5848	PB2015.5848.1
PB2015.11767	PB2015.11767.1
PB2015.15347	PB2015.15347.4
PB2015.15347	PB2015.15347.2
PB2015.15347	PB2015.15347.3
PB2015.15347	PB2015.15347.1
PB2015.1481	PB2015.1481.1
PB2015.1481	PB2015.1481.3
PB2015.1481	PB2015.1481.2
PB2015.4756	PB2015.4756.11
PB2015.4756	PB2015.4756.10
PB2015.4756	PB2015.4756.13
PB2015.4756	PB2015.4756.12
PB2015.3089	PB2015.3089.2
PB2015.3089	PB2015.3089.1
PB2015.15411	PB2015.15411.1
PB2015.15411	PB2015.15411.2
PB2015.15411	PB2015.15411.3
PB2015.13609	PB2015.13609.7
PB2015.13609	PB2015.13609.6
PB2015.13609	PB2015.13609.5
PB2015.13609	PB2015.13609.4
PB2015.13609	PB2015.13609.3
PB2015.13609	PB2015.13609.2
PB2015.13609	PB2015.13609.1
PB2015.13240	PB2015.13240.2
PB2015.14643	PB2015.14643.1
PB2015.14643	PB2015.14643.2
PB2015.13240	PB2015.13240.1
PB2015.14643	PB2015.14643.4
PB2015.7649	PB2015.7649.1
PB2015.7649	PB2015.7649.3
PB2015.7649	PB2015.7649.2
PB2015.2051	PB2015.2051.2
PB2015.8943	PB2015.8943.1
PB2015.2480	PB2015.2480.1
PB2015.8943	PB2015.8943.3
PB2015.8943	PB2015.8943.2
PB2015.8943	PB2015.8943.5
PB2015.8943	PB2015.8943.4
PB2015.8852	PB2015.8852.4
PB2015.8852	PB2015.8852.2
PB2015.8852	PB2015.8852.3
PB2015.5062	PB2015.5062.10
PB2015.8852	PB2015.8852.1
PB2015.7195	PB2015.7195.1
PB2015.7299	PB2015.7299.25
PB2015.4726	PB2015.4726.4
PB2015.6993	PB2015.6993.3
PB2015.7299	PB2015.7299.26
PB2015.7299	PB2015.7299.21
PB2015.7299	PB2015.7299.20
PB2015.8152	PB2015.8152.11
PB2015.8152	PB2015.8152.10
PB2015.15878	PB2015.15878.1
PB2015.7634	PB2015.7634.1
PB2015.7299	PB2015.7299.28
PB2015.10051	PB2015.10051.1
PB2015.443	PB2015.443.2
PB2015.6432	PB2015.6432.2
PB2015.3095	PB2015.3095.1
PB2015.3095	PB2015.3095.2
PB2015.6432	PB2015.6432.1
PB2015.4726	PB2015.4726.1
PB2015.5146	PB2015.5146.3
PB2015.5146	PB2015.5146.2
PB2015.5146	PB2015.5146.1
PB2015.490	PB2015.490.1
PB2015.16408	PB2015.16408.2
PB2015.4726	PB2015.4726.3
PB2015.16408	PB2015.16408.1
PB2015.3507	PB2015.3507.1
PB2015.9546	PB2015.9546.1
PB2015.16100	PB2015.16100.1
PB2015.2149	PB2015.2149.5
PB2015.2149	PB2015.2149.4
PB2015.3938	PB2015.3938.1
PB2015.2149	PB2015.2149.1
PB2015.2149	PB2015.2149.3
PB2015.2149	PB2015.2149.2
PB2015.16283	PB2015.16283.1
PB2015.5069	PB2015.5069.8
PB2015.7538	PB2015.7538.2
PB2015.7538	PB2015.7538.3
PB2015.7538	PB2015.7538.1
PB2015.7538	PB2015.7538.6
PB2015.7538	PB2015.7538.4
PB2015.7538	PB2015.7538.5
PB2015.10566	PB2015.10566.1
PB2015.5669	PB2015.5669.1
PB2015.3803	PB2015.3803.1
PB2015.2839	PB2015.2839.1
PB2015.5178	PB2015.5178.1
PB2015.4264	PB2015.4264.1
PB2015.2839	PB2015.2839.2
PB2015.16195	PB2015.16195.8
PB2015.8664	PB2015.8664.4
PB2015.8664	PB2015.8664.3
PB2015.9578	PB2015.9578.1
PB2015.8664	PB2015.8664.1
PB2015.8318	PB2015.8318.1
PB2015.6876	PB2015.6876.6
PB2015.6876	PB2015.6876.7
PB2015.6876	PB2015.6876.4
PB2015.6876	PB2015.6876.5
PB2015.6876	PB2015.6876.2
PB2015.6876	PB2015.6876.3
PB2015.6876	PB2015.6876.1
PB2015.4926	PB2015.4926.2
PB2015.16195	PB2015.16195.9
PB2015.4926	PB2015.4926.1
PB2015.6876	PB2015.6876.8
PB2015.16377	PB2015.16377.2
PB2015.16377	PB2015.16377.3
PB2015.16377	PB2015.16377.1
PB2015.16377	PB2015.16377.4
PB2015.7871	PB2015.7871.1
PB2015.15840	PB2015.15840.2
PB2015.15840	PB2015.15840.3
PB2015.15840	PB2015.15840.1
PB2015.2524	PB2015.2524.18
PB2015.15840	PB2015.15840.4
PB2015.14573	PB2015.14573.2
PB2015.14573	PB2015.14573.3
PB2015.10550	PB2015.10550.1
PB2015.14573	PB2015.14573.1
PB2015.14573	PB2015.14573.6
PB2015.14573	PB2015.14573.4
PB2015.14573	PB2015.14573.5
PB2015.4212	PB2015.4212.8
PB2015.4212	PB2015.4212.9
PB2015.2496	PB2015.2496.1
PB2015.4212	PB2015.4212.1
PB2015.4212	PB2015.4212.2
PB2015.10893	PB2015.10893.2
PB2015.4212	PB2015.4212.4
PB2015.4212	PB2015.4212.5
PB2015.4212	PB2015.4212.6
PB2015.4212	PB2015.4212.7
PB2015.16698	PB2015.16698.2
PB2015.16698	PB2015.16698.3
PB2015.2496	PB2015.2496.3
PB2015.15783	PB2015.15783.3
PB2015.6259	PB2015.6259.5
PB2015.2496	PB2015.2496.4
PB2015.8612	PB2015.8612.2
PB2015.2496	PB2015.2496.5
PB2015.3940	PB2015.3940.1
PB2015.8442	PB2015.8442.3
PB2015.14849	PB2015.14849.3
PB2015.3636	PB2015.3636.1
PB2015.7540	PB2015.7540.3
PB2015.7540	PB2015.7540.2
PB2015.7540	PB2015.7540.1
PB2015.7540	PB2015.7540.7
PB2015.7540	PB2015.7540.6
PB2015.359	PB2015.359.1
PB2015.7540	PB2015.7540.4
PB2015.14100	PB2015.14100.12
PB2015.14100	PB2015.14100.13
PB2015.7540	PB2015.7540.9
PB2015.7540	PB2015.7540.8
PB2015.14100	PB2015.14100.16
PB2015.14100	PB2015.14100.14
PB2015.14100	PB2015.14100.15
PB2015.6967	PB2015.6967.5
PB2015.6967	PB2015.6967.4
PB2015.6967	PB2015.6967.7
PB2015.6967	PB2015.6967.6
PB2015.6967	PB2015.6967.1
PB2015.6967	PB2015.6967.3
PB2015.6967	PB2015.6967.2
PB2015.3736	PB2015.3736.4
PB2015.13336	PB2015.13336.1
PB2015.5339	PB2015.5339.1
PB2015.3736	PB2015.3736.5
PB2015.11605	PB2015.11605.10
PB2015.6993	PB2015.6993.5
PB2015.2074	PB2015.2074.1
PB2015.2074	PB2015.2074.2
PB2015.4279	PB2015.4279.1
PB2015.7150	PB2015.7150.9
PB2015.6993	PB2015.6993.7
PB2015.7169	PB2015.7169.1
PB2015.7768	PB2015.7768.1
PB2015.3936	PB2015.3936.4
PB2015.3936	PB2015.3936.5
PB2015.3936	PB2015.3936.6
PB2015.14462	PB2015.14462.6
PB2015.2626	PB2015.2626.3
PB2015.3936	PB2015.3936.1
PB2015.3936	PB2015.3936.2
PB2015.3936	PB2015.3936.3
PB2015.10829	PB2015.10829.2
PB2015.8936	PB2015.8936.3
PB2015.10829	PB2015.10829.1
PB2015.7536	PB2015.7536.4
PB2015.7536	PB2015.7536.5
PB2015.7536	PB2015.7536.6
PB2015.7536	PB2015.7536.1
PB2015.6226	PB2015.6226.1
PB2015.7536	PB2015.7536.3
PB2015.8936	PB2015.8936.5
PB2015.10968	PB2015.10968.1
PB2015.6057	PB2015.6057.1
PB2015.3520	PB2015.3520.1
PB2015.6977	PB2015.6977.1
PB2015.16156	PB2015.16156.2
PB2015.15231	PB2015.15231.14
PB2015.15231	PB2015.15231.15
PB2015.15231	PB2015.15231.12
PB2015.3157	PB2015.3157.2
PB2015.3157	PB2015.3157.1
PB2015.15231	PB2015.15231.11
PB2015.5882	PB2015.5882.2
PB2015.2135	PB2015.2135.1
PB2015.2135	PB2015.2135.2
PB2015.14462	PB2015.14462.8
PB2015.856	PB2015.856.17
PB2015.10119	PB2015.10119.4
PB2015.9824	PB2015.9824.29
PB2015.10119	PB2015.10119.3
PB2015.10119	PB2015.10119.1
PB2015.9824	PB2015.9824.25
PB2015.9824	PB2015.9824.24
PB2015.9824	PB2015.9824.27
PB2015.5882	PB2015.5882.1
PB2015.9824	PB2015.9824.21
PB2015.9824	PB2015.9824.20
PB2015.9824	PB2015.9824.23
PB2015.810	PB2015.810.4
PB2015.9761	PB2015.9761.7
PB2015.2610	PB2015.2610.1
PB2015.15783	PB2015.15783.5
PB2015.10427	PB2015.10427.1
PB2015.7522	PB2015.7522.11
PB2015.856	PB2015.856.11
PB2015.6210	PB2015.6210.1
PB2015.856	PB2015.856.10
PB2015.5498	PB2015.5498.1
PB2015.5764	PB2015.5764.1
PB2015.10753	PB2015.10753.2
PB2015.9225	PB2015.9225.3
PB2015.9225	PB2015.9225.2
PB2015.2788	PB2015.2788.3
PB2015.3147	PB2015.3147.8
PB2015.3147	PB2015.3147.9
PB2015.13335	PB2015.13335.1
PB2015.15218	PB2015.15218.18
PB2015.2364	PB2015.2364.4
PB2015.15222	PB2015.15222.1
PB2015.3147	PB2015.3147.2
PB2015.15222	PB2015.15222.3
PB2015.15222	PB2015.15222.4
PB2015.3854	PB2015.3854.3
PB2015.3147	PB2015.3147.6
PB2015.3147	PB2015.3147.7
PB2015.3854	PB2015.3854.2
PB2015.12275	PB2015.12275.10
PB2015.16732	PB2015.16732.3
PB2015.16732	PB2015.16732.2
PB2015.16732	PB2015.16732.1
PB2015.16732	PB2015.16732.7
PB2015.14104	PB2015.14104.13
PB2015.16732	PB2015.16732.5
PB2015.14012	PB2015.14012.1
PB2015.16075	PB2015.16075.1
PB2015.4737	PB2015.4737.2
PB2015.4737	PB2015.4737.3
PB2015.4737	PB2015.4737.1
PB2015.4737	PB2015.4737.4
PB2015.4737	PB2015.4737.5
PB2015.15816	PB2015.15816.2
PB2015.15816	PB2015.15816.1
PB2015.15218	PB2015.15218.10
PB2015.15218	PB2015.15218.16
PB2015.2364	PB2015.2364.6
PB2015.14118	PB2015.14118.4
PB2015.14118	PB2015.14118.3
PB2015.15604	PB2015.15604.1
PB2015.1284	PB2015.1284.8
PB2015.1284	PB2015.1284.6
PB2015.1284	PB2015.1284.7
PB2015.1284	PB2015.1284.4
PB2015.1284	PB2015.1284.5
PB2015.1284	PB2015.1284.2
PB2015.1284	PB2015.1284.3
PB2015.15139	PB2015.15139.1
PB2015.11857	PB2015.11857.1
PB2015.14445	PB2015.14445.2
PB2015.12289	PB2015.12289.1
PB2015.12289	PB2015.12289.2
PB2015.5584	PB2015.5584.1
PB2015.1199	PB2015.1199.4
PB2015.10954	PB2015.10954.3
PB2015.10954	PB2015.10954.2
PB2015.10954	PB2015.10954.1
PB2015.10954	PB2015.10954.6
PB2015.10954	PB2015.10954.5
PB2015.10954	PB2015.10954.4
PB2015.13320	PB2015.13320.1
PB2015.11297	PB2015.11297.1
PB2015.15207	PB2015.15207.2
PB2015.2628	PB2015.2628.1
PB2015.15207	PB2015.15207.1
PB2015.14724	PB2015.14724.4
PB2015.14724	PB2015.14724.5
PB2015.2736	PB2015.2736.11
PB2015.11536	PB2015.11536.1
PB2015.14724	PB2015.14724.2
PB2015.14724	PB2015.14724.3
PB2015.6228	PB2015.6228.1
PB2015.6228	PB2015.6228.3
PB2015.6228	PB2015.6228.2
PB2015.6228	PB2015.6228.5
PB2015.6228	PB2015.6228.4
PB2015.4356	PB2015.4356.10
PB2015.6228	PB2015.6228.6
PB2015.15672	PB2015.15672.2
PB2015.15672	PB2015.15672.1
PB2015.13793	PB2015.13793.2
PB2015.13793	PB2015.13793.1
PB2015.1064	PB2015.1064.10
PB2015.1064	PB2015.1064.11
PB2015.1064	PB2015.1064.12
PB2015.1064	PB2015.1064.13
PB2015.2736	PB2015.2736.10
PB2015.10582	PB2015.10582.1
PB2015.9134	PB2015.9134.2
PB2015.158	PB2015.158.1
PB2015.3048	PB2015.3048.2
PB2015.10855	PB2015.10855.2
PB2015.10855	PB2015.10855.1
PB2015.3048	PB2015.3048.3
PB2015.7248	PB2015.7248.1
PB2015.2241	PB2015.2241.1
PB2015.1514	PB2015.1514.1
PB2015.11396	PB2015.11396.1
PB2015.9134	PB2015.9134.7
PB2015.16745	PB2015.16745.3
PB2015.16745	PB2015.16745.2
PB2015.1302	PB2015.1302.1
PB2015.1095	PB2015.1095.25
PB2015.1095	PB2015.1095.24
PB2015.1095	PB2015.1095.21
PB2015.1095	PB2015.1095.20
PB2015.1095	PB2015.1095.23
PB2015.1095	PB2015.1095.22
PB2015.14719	PB2015.14719.1
PB2015.14719	PB2015.14719.2
PB2015.6281	PB2015.6281.10
PB2015.6281	PB2015.6281.11
PB2015.6281	PB2015.6281.12
PB2015.6281	PB2015.6281.13
PB2015.11516	PB2015.11516.9
PB2015.1203	PB2015.1203.5
PB2015.3213	PB2015.3213.1
PB2015.3213	PB2015.3213.2
PB2015.3213	PB2015.3213.3
PB2015.3213	PB2015.3213.4
PB2015.278	PB2015.278.3
PB2015.13212	PB2015.13212.2
PB2015.4870	PB2015.4870.2
PB2015.13055	PB2015.13055.8
PB2015.3603	PB2015.3603.2
PB2015.13055	PB2015.13055.6
PB2015.13055	PB2015.13055.7
PB2015.13055	PB2015.13055.4
PB2015.10216	PB2015.10216.1
PB2015.13055	PB2015.13055.2
PB2015.13055	PB2015.13055.3
PB2015.13055	PB2015.13055.1
PB2015.12970	PB2015.12970.1
PB2015.1203	PB2015.1203.4
PB2015.14247	PB2015.14247.1
PB2015.2681	PB2015.2681.1
PB2015.3203	PB2015.3203.4
PB2015.3203	PB2015.3203.3
PB2015.3203	PB2015.3203.2
PB2015.3203	PB2015.3203.1
PB2015.3603	PB2015.3603.4
PB2015.3994	PB2015.3994.2
PB2015.10681	PB2015.10681.1
PB2015.2914	PB2015.2914.1
PB2015.6931	PB2015.6931.14
PB2015.6931	PB2015.6931.15
PB2015.6931	PB2015.6931.12
PB2015.6931	PB2015.6931.13
PB2015.6931	PB2015.6931.10
PB2015.6931	PB2015.6931.11
PB2015.8891	PB2015.8891.2
PB2015.3829	PB2015.3829.8
PB2015.918	PB2015.918.12
PB2015.918	PB2015.918.10
PB2015.918	PB2015.918.11
PB2015.10710	PB2015.10710.1
PB2015.11482	PB2015.11482.2
PB2015.2440	PB2015.2440.3
PB2015.2440	PB2015.2440.2
PB2015.10710	PB2015.10710.5
PB2015.10710	PB2015.10710.4
PB2015.10710	PB2015.10710.6
PB2015.5438	PB2015.5438.1
PB2015.2809	PB2015.2809.2
PB2015.13874	PB2015.13874.8
PB2015.16558	PB2015.16558.1
PB2015.16558	PB2015.16558.3
PB2015.16558	PB2015.16558.2
PB2015.16558	PB2015.16558.5
PB2015.3657	PB2015.3657.1
PB2015.16558	PB2015.16558.7
PB2015.16558	PB2015.16558.6
PB2015.16558	PB2015.16558.9
PB2015.16558	PB2015.16558.8
PB2015.4151	PB2015.4151.1
PB2015.10485	PB2015.10485.1
PB2015.16258	PB2015.16258.5
PB2015.12865	PB2015.12865.1
PB2015.349	PB2015.349.4
PB2015.8855	PB2015.8855.1
PB2015.9170	PB2015.9170.1
PB2015.16522	PB2015.16522.8
PB2015.16522	PB2015.16522.9
PB2015.9170	PB2015.9170.4
PB2015.9170	PB2015.9170.5
PB2015.9170	PB2015.9170.6
PB2015.9170	PB2015.9170.7
PB2015.9170	PB2015.9170.8
PB2015.9170	PB2015.9170.9
PB2015.13764	PB2015.13764.2
PB2015.16522	PB2015.16522.6
PB2015.16522	PB2015.16522.7
PB2015.16522	PB2015.16522.4
PB2015.16522	PB2015.16522.5
PB2015.16613	PB2015.16613.5
PB2015.16613	PB2015.16613.4
PB2015.16613	PB2015.16613.7
PB2015.13423	PB2015.13423.2
PB2015.16613	PB2015.16613.1
PB2015.16613	PB2015.16613.3
PB2015.16613	PB2015.16613.2
PB2015.15317	PB2015.15317.1
PB2015.15317	PB2015.15317.3
PB2015.15317	PB2015.15317.2
PB2015.16613	PB2015.16613.9
PB2015.15317	PB2015.15317.4
PB2015.1885	PB2015.1885.1
PB2015.1885	PB2015.1885.3
PB2015.1885	PB2015.1885.2
PB2015.13229	PB2015.13229.9
PB2015.13229	PB2015.13229.8
PB2015.1885	PB2015.1885.7
PB2015.1885	PB2015.1885.6
PB2015.13229	PB2015.13229.5
PB2015.13229	PB2015.13229.4
PB2015.13229	PB2015.13229.7
PB2015.13229	PB2015.13229.6
PB2015.13229	PB2015.13229.1
PB2015.13229	PB2015.13229.3
PB2015.13229	PB2015.13229.2
PB2015.6858	PB2015.6858.14
PB2015.6858	PB2015.6858.15
PB2015.6858	PB2015.6858.16
PB2015.6858	PB2015.6858.17
PB2015.11634	PB2015.11634.1
PB2015.6858	PB2015.6858.11
PB2015.6858	PB2015.6858.12
PB2015.11634	PB2015.11634.2
PB2015.6858	PB2015.6858.18
PB2015.6858	PB2015.6858.19
PB2015.5765	PB2015.5765.1
PB2015.7615	PB2015.7615.2
PB2015.7615	PB2015.7615.3
PB2015.7615	PB2015.7615.1
PB2015.12871	PB2015.12871.1
PB2015.7656	PB2015.7656.3
PB2015.14221	PB2015.14221.13
PB2015.12012	PB2015.12012.1
PB2015.11670	PB2015.11670.2
PB2015.2697	PB2015.2697.2
PB2015.8889	PB2015.8889.1
PB2015.7656	PB2015.7656.2
PB2015.3771	PB2015.3771.11
PB2015.3771	PB2015.3771.10
PB2015.9065	PB2015.9065.5
PB2015.10768	PB2015.10768.3
PB2015.9065	PB2015.9065.3
PB2015.10768	PB2015.10768.5
PB2015.3771	PB2015.3771.17
PB2015.3771	PB2015.3771.16
PB2015.10768	PB2015.10768.8
PB2015.3771	PB2015.3771.18
PB2015.7491	PB2015.7491.10
PB2015.15250	PB2015.15250.5
PB2015.9065	PB2015.9065.8
PB2015.8286	PB2015.8286.2
PB2015.12312	PB2015.12312.1
PB2015.6723	PB2015.6723.2
PB2015.6723	PB2015.6723.1
PB2015.15753	PB2015.15753.1
PB2015.15753	PB2015.15753.3
PB2015.15753	PB2015.15753.2
PB2015.11466	PB2015.11466.2
PB2015.11466	PB2015.11466.3
PB2015.11027	PB2015.11027.10
PB2015.6871	PB2015.6871.1
PB2015.6871	PB2015.6871.3
PB2015.6871	PB2015.6871.2
PB2015.7115	PB2015.7115.5
PB2015.5792	PB2015.5792.1
PB2015.4518	PB2015.4518.1
PB2015.4518	PB2015.4518.3
PB2015.4518	PB2015.4518.2
PB2015.4518	PB2015.4518.5
PB2015.4518	PB2015.4518.4
PB2015.15733	PB2015.15733.2
PB2015.14380	PB2015.14380.1
PB2015.7396	PB2015.7396.2
PB2015.15700	PB2015.15700.1
PB2015.6612	PB2015.6612.1
PB2015.4542	PB2015.4542.1
PB2015.9859	PB2015.9859.13
PB2015.14842	PB2015.14842.3
PB2015.12816	PB2015.12816.1
PB2015.4542	PB2015.4542.2
PB2015.6345	PB2015.6345.6
PB2015.9071	PB2015.9071.1
PB2015.9812	PB2015.9812.1
PB2015.14842	PB2015.14842.1
PB2015.8065	PB2015.8065.14
PB2015.9812	PB2015.9812.2
PB2015.6345	PB2015.6345.3
PB2015.14842	PB2015.14842.6
PB2015.6345	PB2015.6345.1
PB2015.3465	PB2015.3465.1
PB2015.14285	PB2015.14285.1
PB2015.13201	PB2015.13201.1
PB2015.11737	PB2015.11737.8
PB2015.4133	PB2015.4133.16
PB2015.11737	PB2015.11737.7
PB2015.4133	PB2015.4133.14
PB2015.4133	PB2015.4133.15
PB2015.4133	PB2015.4133.12
PB2015.4133	PB2015.4133.13
PB2015.4133	PB2015.4133.10
PB2015.6855	PB2015.6855.2
PB2015.8238	PB2015.8238.1
PB2015.6855	PB2015.6855.1
PB2015.16153	PB2015.16153.2
PB2015.4522	PB2015.4522.2
PB2015.14221	PB2015.14221.15
PB2015.4522	PB2015.4522.1
PB2015.14819	PB2015.14819.1
PB2015.12204	PB2015.12204.8
PB2015.13215	PB2015.13215.4
PB2015.4597	PB2015.4597.2
PB2015.15250	PB2015.15250.4
PB2015.13215	PB2015.13215.1
PB2015.13215	PB2015.13215.2
PB2015.13215	PB2015.13215.3
PB2015.12180	PB2015.12180.1
PB2015.1168	PB2015.1168.3
PB2015.1168	PB2015.1168.2
PB2015.1168	PB2015.1168.1
PB2015.16340	PB2015.16340.4
PB2015.16159	PB2015.16159.8
PB2015.16340	PB2015.16340.6
PB2015.16340	PB2015.16340.1
PB2015.16340	PB2015.16340.2
PB2015.6428	PB2015.6428.10
PB2015.16308	PB2015.16308.12
PB2015.16308	PB2015.16308.13
PB2015.16308	PB2015.16308.10
PB2015.16308	PB2015.16308.11
PB2015.2077	PB2015.2077.1
PB2015.16308	PB2015.16308.15
PB2015.4597	PB2015.4597.4
PB2015.11776	PB2015.11776.1
PB2015.9859	PB2015.9859.17
PB2015.6477	PB2015.6477.5
PB2015.6477	PB2015.6477.4
PB2015.6477	PB2015.6477.3
PB2015.6477	PB2015.6477.2
PB2015.6477	PB2015.6477.1
PB2015.1126	PB2015.1126.2
PB2015.3479	PB2015.3479.1
PB2015.2369	PB2015.2369.4
PB2015.5518	PB2015.5518.6
PB2015.5518	PB2015.5518.4
PB2015.5518	PB2015.5518.5
PB2015.5518	PB2015.5518.2
PB2015.5518	PB2015.5518.3
PB2015.8269	PB2015.8269.12
PB2015.8269	PB2015.8269.13
PB2015.14418	PB2015.14418.1
PB2015.8298	PB2015.8298.1
PB2015.15450	PB2015.15450.1
PB2015.714	PB2015.714.1
PB2015.467	PB2015.467.3
PB2015.467	PB2015.467.2
PB2015.467	PB2015.467.1
PB2015.467	PB2015.467.7
PB2015.467	PB2015.467.6
PB2015.467	PB2015.467.5
PB2015.467	PB2015.467.4
PB2015.467	PB2015.467.9
PB2015.467	PB2015.467.8
PB2015.11435	PB2015.11435.6
PB2015.16155	PB2015.16155.1
PB2015.16155	PB2015.16155.2
PB2015.4429	PB2015.4429.1
PB2015.2136	PB2015.2136.2
PB2015.2136	PB2015.2136.1
PB2015.13000	PB2015.13000.1
PB2015.13000	PB2015.13000.2
PB2015.5808	PB2015.5808.7
PB2015.8968	PB2015.8968.1
PB2015.661	PB2015.661.1
PB2015.544	PB2015.544.8
PB2015.11435	PB2015.11435.4
PB2015.544	PB2015.544.6
PB2015.544	PB2015.544.5
PB2015.544	PB2015.544.4
PB2015.544	PB2015.544.3
PB2015.544	PB2015.544.2
PB2015.544	PB2015.544.1
PB2015.11319	PB2015.11319.2
PB2015.11319	PB2015.11319.1
