transcript,length,
NM_001171192,1773,
NM_001171193,1383,
NM_001171191,1383,
NM_001171197,1041,
NM_015677,1029,
NM_001318861,543,
NM_001318860,543,
NM_001318863,525,
NM_001318862,525,
NM_001318865,831,
NM_001318864,1788,
NM_001318867,1413,
NM_001318866,1029,
NM_001318869,804,
NM_001318868,534,
NM_015675,483,
NM_001350829,1536,
NM_001001438,2199,
NM_001143757,1593,
NM_018289,2013,
NM_001143759,1152,
NM_001143758,1152,
NM_001177704,2148,
NM_001286220,1164,
NM_181624,198,
NM_001286229,1380,
NM_001321889,1551,
NM_001321888,1635,
NM_001321887,1683,
NM_001321886,1680,
NM_001321885,1665,
NM_001321884,1776,
NM_001346754,1515,
NM_001321882,2178,
NM_001321881,2178,
NM_001153552,396,
NM_001204408,2160,
NM_001204401,1494,
NM_001204403,5586,
NM_001204402,345,
NM_001204404,5607,
NM_001330169,399,
NM_001204406,657,
NM_001161616,2151,
NM_152219,885,
NM_001308258,2520,
NM_022036,1461,
NM_022037,1128,
NM_022034,1824,
NM_001111020,3264,
NM_022039,1239,
NM_152638,1221,
NM_001258416,3498,
NM_020892,1869,
NM_020893,5106,
NM_020890,2718,
NM_001142801,1860,
NM_001142806,1563,
NM_001142807,1743,
NM_020894,2130,
NM_001289922,456,
NM_001001437,282,
NM_020898,2076,
NM_020899,3042,
NM_001281723,1638,
NM_181847,1569,
NM_181846,1476,
NM_181845,2040,
NM_181844,1443,
NM_181843,423,
NM_181842,1380,
NM_181840,1155,
NM_001318728,3906,
NM_001001436,465,
NM_013355,2670,
NM_058190,693,
NM_058192,939,
NM_058195,399,
NM_058197,351,
NM_001326415,1128,
NM_205864,1926,
NM_205860,1626,
NM_205861,1002,
NM_205862,798,
NM_015949,984,
NM_016361,1287,
NM_001318721,1557,
NM_016162,747,
NM_001350499,1170,
NM_001330163,741,
NM_001166496,1503,
NM_030629,2040,
NM_030624,1815,
NM_030625,6411,
NM_030626,1593,
NM_030627,2190,
NM_030621,5769,
NM_030622,1515,
NM_030623,5016,
NM_001261817,1536,
NM_001261816,1365,
NM_001326417,1128,
NM_001350495,1413,
NM_001350496,2241,
NM_001261819,1398,
NM_001261818,1413,
NM_001253891,1038,
NM_001350490,813,
NM_001329434,4965,
NM_001270841,264,
NM_001329430,663,
NM_207645,594,
NM_015946,1158,
NM_001253827,1599,
NM_021079,1491,
NM_021078,2514,
NM_021073,1365,
NM_021072,2673,
NM_021071,945,
NM_021070,3771,
NM_021077,366,
NM_021076,3063,
NM_021075,1422,
NM_021074,750,
NM_001079807,1167,
NM_001347832,2028,
NM_001347830,3309,
NM_001347839,5367,
NM_201525,2064,
NM_201524,2064,
NM_201526,1287,
NM_201521,1860,
NM_201520,888,
NM_201523,1914,
NM_201522,1860,
NM_001243926,1149,
NM_133277,537,
NM_133271,576,
NM_133273,540,
NM_133272,828,
NM_175924,1509,
NM_003309,1314,
NM_175922,888,
NM_001193600,1512,
NM_175920,3036,
NM_003305,2547,
NM_003304,2280,
NM_003307,4512,
NM_003306,2949,
NM_003301,1197,
NM_003300,1707,
NM_175929,759,
NM_001193609,1197,
NM_001042533,1398,
NM_001042532,1782,
NM_001042535,1191,
NM_001042537,2106,
NM_001042536,1599,
NM_001042539,1482,
NM_016602,1089,
NM_001317199,969,
NM_001244008,5376,
NM_001317194,465,
NM_001317195,2355,
NM_001317196,2325,
NM_001326412,1167,
NM_001317192,774,
NM_001317193,726,
NM_144691,2160,
NM_144690,1554,
NM_198137,1419,
NM_144695,1236,
NM_144694,1611,
NM_144697,1158,
NM_144696,3039,
NM_144699,3090,
NM_144698,3006,
NM_001293562,1383,
NM_020309,1683,
NM_020300,468,
NM_020307,1581,
NM_207419,759,
NM_002315,471,
NM_001317228,2265,
NM_001166221,2160,
NM_001317222,585,
NM_001317226,339,
NM_001317227,2385,
NM_001317224,2361,
NM_001317225,372,
NM_022556,609,
NM_001281728,192,
NM_001130860,3483,
NM_001184941,555,
NM_001166226,2883,
NM_001034,1170,
NM_001278458,3702,
NM_001199917,1713,
NM_001278451,2523,
NM_001278453,2262,
NM_001278452,2424,
NM_001039127,1437,
NM_207418,450,
NM_015944,1320,
NM_175607,3081,
NM_001303443,861,
NM_022550,1005,
NM_198596,2604,
NM_001303441,861,
NM_001303440,861,
NM_001323332,3870,
NM_001303447,2958,
NM_015945,1098,
NM_016604,5286,
NM_014643,3492,
NM_001303444,861,
NM_001025194,1704,
NM_001025195,1707,
NM_001025197,1143,
NM_001190980,354,
NM_001025199,936,
NM_001190983,540,
NM_001190986,807,
NM_001190987,1452,
NM_001348924,606,
NM_032578,3963,
NM_032579,336,
NM_001348929,549,
NM_001348928,759,
NM_032574,300,
NM_032575,1575,
NM_032572,471,
NM_032571,1959,
NM_033625,354,
NM_033624,1887,
NM_033626,1893,
NM_033629,945,
NM_001354306,876,
NM_001354307,843,
NM_001350723,2289,
NM_001272050,507,
NM_001354301,4383,
NM_001100599,1116,
NM_018208,1161,
NM_018209,1221,
NM_001145418,7446,
NM_018200,1044,
NM_018201,1203,
NM_018202,1995,
NM_018203,1053,
NM_001145410,1149,
NM_018205,387,
NM_018206,2391,
NM_018207,1428,
NM_021903,2535,
NM_012329,717,
NM_012328,672,
NM_012325,807,
NM_012324,2475,
NM_012327,2796,
NM_012326,846,
NM_012321,420,
NM_012320,1239,
NM_012323,495,
NM_012322,276,
NM_001190328,750,
NM_001190329,318,
NM_001195138,654,
NM_001195139,2307,
NM_001115008,1587,
NM_001195132,504,
NM_001195131,294,
NM_021902,279,
NM_005077,2313,
NM_005076,3123,
NM_005071,1695,
NM_005070,3699,
NM_005073,2127,
NM_005072,3258,
NM_144990,1224,
NM_032390,882,
NM_032391,174,
NM_005079,555,
NM_005078,2319,
NM_001079809,1131,
NM_001271675,2418,
NM_001162936,300,
NM_001316900,495,
NM_174899,567,
NM_001109878,1563,
NM_001109879,1203,
NM_001798,897,
NM_001799,1041,
NM_001277731,1905,
NM_174891,978,
NM_174892,606,
NM_001277732,663,
NM_174894,567,
NM_174895,411,
NM_001792,2721,
NM_174897,1362,
NM_033337,456,
NM_178509,1662,
NM_001129731,3333,
NM_001348073,228,
NM_001348072,240,
NM_001348071,228,
NM_001348070,240,
NM_001348077,483,
NM_001348076,828,
NM_001348075,423,
NM_206854,978,
NM_206855,960,
NM_001348078,2721,
NM_206852,627,
NM_206853,960,
NM_004674,1887,
NM_025212,1104,
NM_004676,444,
NM_025210,609,
NM_025217,741,
NM_025216,1254,
NM_025215,1284,
NM_004673,1476,
NM_025219,597,
NM_025218,735,
NM_004678,321,
NM_004679,378,
NM_033219,1329,
NM_006654,1527,
NM_001278339,726,
NM_001349517,1494,
NM_001349516,1494,
NM_015259,909,
NM_006028,1326,
NM_207510,495,
NM_001322278,654,
NM_016311,321,
NM_001276468,1437,
NM_001276469,987,
NM_001321247,426,
NM_016315,915,
NM_016316,3756,
NM_016318,1344,
NM_016319,828,
NM_001276460,432,
NM_001349519,1485,
NM_001276464,1410,
NM_015957,729,
NM_015956,936,
NM_015955,894,
NM_015954,957,
NM_001354924,855,
NM_015952,732,
NM_001354926,432,
NM_015950,918,
NM_001354928,2286,
NM_001080509,762,
NM_207511,573,
NM_015959,891,
NM_015958,858,
NM_138450,591,
NM_138451,1044,
NM_138452,942,
NM_138453,684,
NM_138454,639,
NM_138455,732,
NM_138456,825,
NM_138457,2004,
NM_138458,1074,
NM_001355034,651,
NM_001355037,906,
NM_001355036,906,
NM_001355031,1149,
NM_001355030,1149,
NM_001355033,1149,
NM_001355032,1149,
NM_181698,864,
NM_178438,357,
NM_001080503,894,
NM_007327,2817,
NM_007326,837,
NM_007325,2685,
NM_007324,4101,
NM_175609,1245,
NM_001164425,627,
NM_001350719,2379,
NM_001350718,2379,
NM_001350717,2379,
NM_001350716,2394,
NM_001350715,2394,
NM_001350714,2391,
NM_001350712,2391,
NM_001350711,2391,
NM_007328,648,
NM_000655,1158,
NM_001308268,3117,
NM_001308269,1173,
NM_001308267,2934,
NM_001308264,1179,
NM_001308262,624,
NM_001308263,1515,
NM_001161452,729,
NM_001349805,1773,
NM_001243084,2553,
NM_001349807,2058,
NM_001349806,2112,
NM_001349801,1731,
NM_001349800,1860,
NM_001349803,1608,
NM_001256692,1563,
NM_001349809,2124,
NM_001349808,2109,
NM_001320141,867,
NM_178431,270,
NM_021907,1884,
NM_001243081,564,
NM_001080533,756,
NM_001080532,3303,
NM_001080531,609,
NM_001080537,444,
NM_001080534,6645,
NM_001122962,1029,
NM_001122961,474,
NM_080747,1536,
NM_001122965,2355,
NM_017738,4221,
NM_001320147,1413,
NM_003955,678,
NM_014337,1563,
NM_017730,2331,
NM_030789,1134,
NM_001271754,1062,
NM_153649,747,
NM_030788,1413,
NM_001007226,1125,
NM_001007227,1125,
NM_001007225,1671,
NM_001007228,1125,
NM_001007229,1125,
NM_002919,2124,
NM_002918,2940,
NM_002913,3444,
NM_002912,9393,
NM_002911,3357,
NM_002910,1284,
NM_002917,996,
NM_002916,1092,
NM_002915,1071,
NM_002914,963,
NM_152458,1218,
NM_152459,1209,
NM_147777,771,
NM_152450,1107,
NM_152451,1317,
NM_152453,867,
NM_152455,2559,
NM_152456,729,
NM_152457,1275,
NM_001123384,5112,
NM_001123385,5268,
NM_175769,645,
NM_001123387,387,
NM_001252392,1908,
NM_001252393,1908,
NM_001252390,1911,
NM_001123383,5166,
NM_017983,1341,
NM_001267716,1869,
NM_001256674,1044,
NM_001204173,1491,
NM_001256676,933,
NM_001204175,699,
NM_001256670,2124,
NM_001256673,1047,
NM_152989,2253,
NM_001204178,711,
NM_001256679,1467,
NM_001256678,1704,
NM_001267718,363,
NM_175768,2610,
NM_001127608,1353,
NM_001127605,1200,
NM_001127603,528,
NM_001040647,348,
NM_001040649,339,
NM_001040648,216,
NM_001004757,954,
NM_001004756,981,
NM_001004754,939,
NM_001004751,975,
NM_013448,4671,
NM_013447,2472,
NM_013446,1449,
NM_013445,675,
NM_013444,1875,
NM_013443,1002,
NM_013442,1071,
NM_013441,726,
NM_001005480,957,
NM_001006665,2235,
NM_001005489,945,
NM_001006666,306,
NM_015135,6039,
NM_014824,2223,
NM_015137,2466,
NM_015136,7713,
NM_015131,2034,
NM_015130,3801,
NM_015133,4011,
NM_014825,6816,
NM_015139,1068,
NM_001198619,1812,
NM_001030003,1329,
NM_001355027,1416,
NM_001163446,1167,
NM_001353697,1344,
NM_001349085,2046,
NM_001353696,1374,
NM_020717,4482,
NM_001353695,1425,
NM_014823,6405,
NM_020716,2217,
NM_001289807,528,
NM_001289808,528,
NM_001166111,4128,
NM_001282785,1131,
NM_001282786,573,
NM_001282787,930,
NM_001282780,2163,
NM_001282781,2109,
NM_001282782,924,
NM_001282783,846,
NM_001329630,3816,
NM_001329631,3369,
NM_001329632,1812,
NM_001329633,1812,
NM_001329634,1812,
NM_001282789,732,
NM_001353675,975,
NM_001353674,1191,
NM_001353677,939,
NM_001353676,939,
NM_001353671,1191,
NM_001353670,1191,
NM_001353673,1191,
NM_001353672,1191,
NM_001321403,945,
NM_001321402,945,
NM_001321401,945,
NM_001321400,945,
NM_001353679,516,
NM_001353678,939,
NM_001166116,1080,
NM_001321404,945,
NM_001320754,1737,
NM_001320755,5181,
NM_001320756,2652,
NM_001320757,2655,
NM_001320750,1773,
NM_001354020,1578,
NM_001320752,1773,
NM_001320753,1737,
NM_001292032,1548,
NM_001320758,1320,
NM_021270,408,
NM_001346396,765,
NM_003959,3207,
NM_001102667,786,
NM_001198616,2139,
NM_001348305,1377,
NM_001355024,1695,
NM_001142684,2010,
NM_001142685,6264,
NM_001142683,1323,
NM_001007233,1017,
NM_001286447,1842,
NM_001281494,3177,
NM_001286445,3144,
NM_001007232,333,
NM_001281493,3177,
NM_001286440,354,
NM_001286449,951,
NM_001011516,645,
NM_001330320,789,
NM_001330321,573,
NM_001330322,1077,
NM_001330323,900,
NM_001330324,1680,
NM_001330325,1686,
NM_001001671,3942,
NM_001001670,4731,
NM_181443,1698,
NM_181442,3309,
NM_181441,387,
NM_181446,2010,
NM_006801,639,
NM_006800,1068,
NM_006803,1257,
NM_006802,1506,
NM_006805,918,
NM_006804,1338,
NM_006807,558,
NM_006806,759,
NM_182932,2766,
NM_145320,2571,
NM_145321,2556,
NM_182936,855,
NM_182935,246,
NM_001198611,2205,
NM_001348306,1377,
NM_004539,1647,
NM_004538,1521,
NM_004537,1176,
NM_004536,4212,
NM_004535,3366,
NM_004533,3426,
NM_004532,3531,
NM_004531,567,
NM_004530,1983,
NM_198449,984,
NM_198448,528,
NM_001097615,348,
NM_198445,1359,
NM_198447,399,
NM_198446,333,
NM_198441,666,
NM_198440,618,
NM_198443,498,
NM_001289074,1434,
NM_001329663,1263,
NM_001009939,1041,
NM_001204839,1716,
NM_001330433,2124,
NM_201648,891,
NM_201649,2121,
NM_001204837,1743,
NM_001291700,321,
NM_001289072,2127,
NM_002901,996,
NM_001291702,732,
NM_001291703,732,
NM_001206855,1893,
NM_032410,2157,
NM_001287428,522,
NM_001287429,522,
NM_001287426,933,
NM_001287427,729,
NM_001287424,1182,
NM_001287422,813,
NM_001287421,1035,
NM_198386,6801,
NM_198387,6753,
NM_198384,6855,
NM_001135700,738,
NM_133370,2130,
NM_005279,1068,
NM_198383,6921,
NM_005278,798,
NM_198380,6966,
NM_198381,798,
NM_198282,1140,
NM_006497,2145,
NM_001346093,1668,
NM_001346092,909,
NM_001346091,1044,
NM_001346097,393,
NM_001346096,393,
NM_001346098,294,
NM_001134888,4077,
NM_001136012,342,
NM_001136010,186,
NM_001136011,264,
NM_001136016,2241,
NM_001136017,636,
NM_138493,294,
NM_001136015,1020,
NM_001136018,1368,
NM_001136019,1098,
NM_001354515,726,
NM_001269039,1611,
NM_001258342,1854,
NM_001354517,669,
NM_001346549,1761,
NM_001346548,1746,
NM_001258340,1959,
NM_001346541,360,
NM_001346543,453,
NM_001346542,618,
NM_001346544,618,
NM_001346547,1809,
NM_001346546,1884,
NM_001293632,1488,
NM_017987,1926,
NM_006631,1650,
NM_001354513,2559,
NM_006636,1053,
NM_001351229,3210,
NM_004114,738,
NM_003462,843,
NM_001288959,240,
NM_001288958,360,
NM_080605,990,
NM_001288956,369,
NM_001288955,1515,
NM_001288954,360,
NM_001288953,2475,
NM_001288952,369,
NM_080603,1458,
NM_001288950,2115,
NM_001319211,1698,
NM_001319210,1833,
NM_001319212,993,
NM_001319214,1176,
NM_001319217,1539,
NM_001319216,1452,
NM_001319218,1539,
NM_006638,1092,
NM_001351227,3372,
NM_003468,1758,
NM_145738,579,
NM_147233,4323,
NM_001193389,549,
NM_001282679,4437,
NM_001804,798,
NM_130446,1866,
NM_130445,4011,
NM_001807,2271,
NM_001800,501,
NM_130442,744,
NM_001802,1365,
NM_001330387,645,
NM_001330384,2385,
NM_001036,14613,
NM_001321209,300,
NM_001030,255,
NM_001330380,2139,
NM_001330381,1734,
NM_001252383,444,
NM_001321596,1653,
NM_020919,4974,
NM_020918,2487,
NM_020917,1602,
NM_021632,1599,
NM_020912,2112,
NM_020911,5685,
NM_020910,5805,
NM_001321201,405,
NM_001038,2010,
NM_016152,1011,
NM_016153,1272,
NM_001276266,1032,
NM_001276267,897,
NM_001276260,1560,
NM_004009,11046,
NM_001276262,507,
NM_016155,1812,
NM_198038,903,
NM_001330389,528,
NM_001276268,897,
NM_016071,321,
NM_001319960,2847,
NM_001319967,138,
NM_022341,732,
NM_172082,1479,
NM_022342,2178,
NM_001199535,468,
NM_016075,1161,
NM_016488,1377,
NM_016489,894,
NM_016077,540,
NM_032517,585,
NM_016480,384,
NM_016481,1326,
NM_016483,1146,
NM_001348548,504,
NM_016485,924,
NM_016486,744,
NM_016487,723,
NM_016078,618,
NM_030981,606,
NM_030984,1383,
NM_001130438,7434,
NM_001012502,1563,
NM_001012505,345,
NM_001012507,267,
NM_001012506,2745,
NM_001012509,1383,
NM_001012508,456,
NM_152635,1638,
NM_001351026,939,
NM_001351027,390,
NM_001351024,939,
NM_001351025,939,
NM_001351022,1230,
NM_001351023,1230,
NM_001351020,1470,
NM_199188,2172,
NM_199187,1293,
NM_199186,780,
NM_199185,798,
NM_199184,447,
NM_199183,687,
NM_005165,1095,
NM_001351029,216,
NM_001306156,1512,
NM_001306154,1461,
NM_001306155,1347,
NM_001306153,1563,
NM_001306150,408,
NM_001306151,792,
NM_001306158,690,
NM_001306159,690,
NM_001290008,1698,
NM_001290009,1326,
NM_001290000,1389,
NM_001290001,858,
NM_001290002,1101,
NM_001290003,1482,
NM_001290004,1101,
NM_001290007,1620,
NM_017684,11133,
NM_173488,2160,
NM_017686,1494,
NM_017681,555,
NM_017680,1140,
NM_017682,1530,
NM_173482,1500,
NM_173483,1596,
NM_173480,1668,
NM_173481,2040,
NM_173487,600,
NM_173484,1170,
NM_173485,3105,
NM_199454,3774,
NM_199456,816,
NM_199451,1389,
NM_199450,1002,
NM_199453,1137,
NM_199452,651,
NM_001323261,1194,
NM_001323260,1194,
NM_001323263,1671,
NM_001323262,906,
NM_001323265,2121,
NM_001323264,1455,
NM_001323267,1884,
NM_001323266,1746,
NM_175881,825,
NM_175882,2055,
NM_175883,939,
NM_175884,708,
NM_175885,1281,
NM_175886,957,
NM_175887,390,
NM_001331097,1254,
NM_001042474,1500,
NM_001042475,2418,
NM_001042476,444,
NM_001042470,711,
NM_001042471,1212,
NM_001042472,1197,
NM_001042473,1473,
NM_001042478,1236,
NM_001042479,729,
NM_001193417,1941,
NM_001193416,1986,
NM_001193414,1152,
NM_003518,381,
NM_003519,381,
NM_001164266,3420,
NM_003514,393,
NM_003516,393,
NM_003517,390,
NM_003510,393,
NM_003511,393,
NM_003512,393,
NM_003513,393,
NM_001197302,504,
NM_001197301,636,
NM_001166373,870,
NM_020144,1914,
NM_001166171,1044,
NM_005912,999,
NM_001291846,234,
NM_005910,1326,
NM_005911,1188,
NM_001214909,1857,
NM_001291842,1101,
NM_005914,2592,
NM_005915,2466,
NM_001214907,1488,
NM_005919,1098,
NM_001214902,1446,
NM_020145,1188,
NM_001352706,3207,
NM_001352707,3207,
NM_001352704,3270,
NM_001352705,3246,
NM_001352702,3291,
NM_001352703,3291,
NM_001352700,3291,
NM_001352701,3291,
NM_001278554,624,
NM_001278555,624,
NM_001278556,537,
NM_001278557,1266,
NM_013452,621,
NM_001352708,3207,
NM_001278553,2622,
NM_001349480,993,
NM_001346932,1023,
NM_001346933,1023,
NM_001349485,744,
NM_001346935,1023,
NM_031298,333,
NM_031299,807,
NM_001346938,492,
NM_031297,786,
NM_031294,1572,
NM_031292,2106,
NM_031293,3024,
NM_031290,702,
NM_031291,948,
NM_001204086,648,
NM_002649,3309,
NM_002648,942,
NM_205767,357,
NM_002646,4905,
NM_002645,5061,
NM_002644,2295,
NM_002643,660,
NM_002642,894,
NM_002641,1455,
NM_002640,1125,
NM_001039375,954,
NM_001039374,1605,
NM_001039372,1389,
NM_001195811,1425,
NM_001195812,987,
NM_015449,660,
NM_015448,612,
NM_015444,903,
NM_015447,4809,
NM_015446,6828,
NM_015441,2253,
NM_015440,2937,
NM_015443,3318,
NM_015442,2235,
NM_001200052,693,
NM_001200053,1728,
NM_001200050,906,
NM_001200051,723,
NM_001200056,855,
NM_001200054,2007,
NM_001317780,576,
NM_001308445,507,
NM_001308440,1050,
NM_001353077,2229,
NM_001353076,2268,
NM_001353075,2229,
NM_001353074,2229,
NM_001353073,2229,
NM_001353072,2229,
NM_001353071,2229,
NM_001353070,2229,
NM_052916,2040,
NM_052917,1671,
NM_197972,1023,
NM_052910,2091,
NM_052911,2523,
NM_001354227,1173,
NM_001354226,873,
NM_001354225,5814,
NM_001354224,873,
NM_001354223,873,
NM_001354222,2637,
NM_001354221,2850,
NM_001354220,3480,
NM_001354229,1173,
NM_001354228,5796,
NM_001297590,1539,
NM_001343,2313,
NM_001340,1047,
NM_001347,2829,
NM_001346,2376,
NM_001345,2208,
NM_015127,1506,
NM_001349,1506,
NM_001315494,255,
NM_001315491,939,
NM_001326341,1548,
NM_173555,1701,
NM_001326343,1620,
NM_001326342,1566,
NM_001326345,1473,
NM_001326344,1455,
NM_001326347,1491,
NM_001326346,843,
NM_001326349,1473,
NM_001326348,1455,
NM_031277,4872,
NM_001301647,921,
NM_001301645,693,
NM_001301648,921,
NM_001313896,2352,
NM_001313893,648,
NM_001313892,648,
NM_053067,1686,
NM_174914,1572,
NM_174917,1731,
NM_001146162,1353,
NM_174911,933,
NM_174910,597,
NM_174913,1911,
NM_174912,1599,
NM_001146169,723,
NM_174919,792,
NM_174918,564,
NM_178026,1989,
NM_001320201,1119,
NM_178022,1128,
NM_206953,1530,
NM_206955,1530,
NM_206954,1530,
NM_206956,1530,
NM_001281304,894,
NM_001281301,2301,
NM_001281300,1743,
NM_001244973,2751,
NM_001281302,2436,
NM_004731,1437,
NM_004730,1314,
NM_004733,1650,
NM_004732,1215,
NM_004735,2355,
NM_004734,2190,
NM_004737,2271,
NM_004736,2091,
NM_004739,2007,
NM_004738,732,
NM_001301272,135,
NM_001076682,2286,
NM_001204089,546,
NM_001292043,4035,
NM_001292040,702,
NM_001351126,1809,
NM_000432,501,
NM_000433,1581,
NM_000430,1233,
NM_002734,1146,
NM_000436,1563,
NM_001134441,1635,
NM_000434,1248,
NM_001350039,2301,
NM_031498,210,
NM_000438,648,
NM_001134440,1635,
NM_006777,2019,
NM_198971,1554,
NM_006775,1026,
NM_006774,792,
NM_006773,2013,
NM_006772,4032,
NM_006771,1371,
NM_001351348,828,
NM_001351347,2247,
NM_001351346,2247,
NM_001351345,1383,
NM_001351344,774,
NM_001351343,774,
NM_001282926,1524,
NM_001351341,1011,
NM_001351340,1011,
NM_004887,336,
NM_004886,1728,
NM_004885,1569,
NM_004884,2445,
NM_004883,2553,
NM_004882,1353,
NM_004881,999,
NM_001165947,1164,
NM_001292048,606,
NM_004889,285,
NM_004888,357,
NM_001251830,984,
NM_031497,2475,
NM_001282922,1560,
NM_001164095,828,
NM_001164094,828,
NM_001164097,7230,
NM_001282923,3267,
NM_001164093,828,
NM_002739,2094,
NM_001324259,294,
NM_001324258,327,
NM_001127399,366,
NM_001127398,1290,
NM_001324251,1686,
NM_001127392,3456,
NM_001127391,1269,
NM_001324252,363,
NM_001324255,7029,
NM_001324254,363,
NM_001324257,327,
NM_001127394,390,
NM_001257990,1227,
NM_024653,555,
NM_001168482,1677,
NM_007280,690,
NM_007281,297,
NM_007282,1146,
NM_007283,942,
NM_007284,1050,
NM_007285,354,
NM_007286,2712,
NM_007287,2253,
NM_007288,2253,
NM_007289,2253,
NM_001033858,1719,
NM_001033859,1902,
NM_001220778,495,
NM_014779,2343,
NM_001350261,2433,
NM_006489,1452,
NM_006488,897,
NM_006485,1806,
NM_006484,1806,
NM_006487,1701,
NM_006486,2112,
NM_006480,1701,
NM_006483,1770,
NM_006482,1806,
NM_001257069,531,
NM_001318942,519,
NM_001123226,2199,
NM_001123225,267,
NM_001278239,1530,
NM_001350269,1644,
NM_020069,741,
NM_001030311,1677,
NM_001030312,1260,
NM_001030313,1392,
NM_001144857,2277,
NM_001144856,2373,
NM_194279,465,
NM_014189,2307,
NM_014188,585,
NM_014187,522,
NM_014186,597,
NM_014184,420,
NM_014183,291,
NM_014182,462,
NM_014181,519,
NM_001352857,3144,
NM_001283215,597,
NM_001171979,1542,
NM_001349137,996,
NM_001352859,3057,
NM_001004124,939,
NM_001004125,639,
NM_001004127,1479,
NM_001004128,1815,
NM_001329629,1167,
NM_014455,915,
NM_014454,1656,
NM_014456,1410,
NM_014451,2544,
NM_014450,591,
NM_014453,669,
NM_014452,1968,
NM_014458,1830,
NM_006512,393,
NM_023112,705,
NM_023110,2469,
NM_057177,3411,
NM_057176,963,
NM_057175,2601,
NM_057174,1041,
NM_001352068,1443,
NM_001352067,1656,
NM_001352066,1713,
NM_001352065,1815,
NM_001352064,1833,
NM_001352063,1851,
NM_001352062,1881,
NM_001077241,741,
NM_001352060,783,
NM_022445,732,
NM_022444,1788,
NM_022443,807,
NM_022442,312,
NM_022440,168,
NM_022449,639,
NM_001321436,936,
NM_001321435,936,
NM_001321432,936,
NM_001353605,1032,
NM_001122659,1329,
NM_001353606,990,
NM_001317721,1488,
NM_001321431,8430,
NM_001143852,1497,
NM_001143853,612,
NM_001143850,2091,
NM_001317724,774,
NM_001033030,642,
NM_001033031,606,
NM_001033032,540,
NM_001178089,1569,
NM_001178088,3780,
NM_001178087,189,
NM_001178086,1731,
NM_001178085,2418,
NM_001178084,2418,
NM_001178083,2187,
NM_001178081,2214,
NM_001178080,2214,
NM_001170650,2028,
NM_001134745,1773,
NM_001282629,885,
NM_001282628,1845,
NM_001282626,1845,
NM_001351702,1881,
NM_001282624,1476,
NM_001282622,4680,
NM_001282621,432,
NM_001282620,1020,
