transcript,double_bases,double_percent,single_bases,single_percent
PB2015.2644.3_13,54.0,0.54,46.0,0.46
PB2015.2644.3_12,60.0,0.6,40.0,0.4
PB2015.2644.3_11,62.0,0.62,38.0,0.38
PB2015.2644.3_10,62.0,0.62,38.0,0.38
PB2015.465.3_111,62.0,0.62,38.0,0.38
PB2015.465.3_110,60.0,0.6,40.0,0.4
PB2015.465.3_113,56.0,0.56,44.0,0.44
PB2015.465.3_112,60.0,0.6,40.0,0.4
PB2015.465.3_114,50.0,0.5,50.0,0.5
PB2015.7360.1_39,68.0,0.68,32.0,0.32
PB2015.7360.1_38,66.0,0.66,34.0,0.34
PB2015.7360.1_37,66.0,0.66,34.0,0.34
PB2015.7360.1_36,70.0,0.7,30.0,0.3
PB2015.7360.1_35,68.0,0.68,32.0,0.32
PB2015.7360.1_34,62.0,0.62,38.0,0.38
PB2015.7360.1_33,60.0,0.6,40.0,0.4
PB2015.7360.1_32,48.0,0.48,52.0,0.52
PB2015.7360.1_31,48.0,0.48,52.0,0.52
PB2015.7360.1_30,58.0,0.58,42.0,0.42
PB2015.13008.1_21,48.0,0.48,52.0,0.52
PB2015.13008.1_20,62.0,0.62,38.0,0.38
PB2015.13008.1_23,58.0,0.58,42.0,0.42
PB2015.13008.1_22,52.0,0.52,48.0,0.48
PB2015.13008.1_25,50.0,0.5,50.0,0.5
PB2015.13008.1_24,50.0,0.5,50.0,0.5
PB2015.6009.10_1,52.0,0.52,48.0,0.48
PB2015.6009.10_0,60.0,0.6,40.0,0.4
PB2015.6009.10_3,48.0,0.48,52.0,0.52
PB2015.6009.10_2,48.0,0.48,52.0,0.52
PB2015.3499.5_14,42.0,0.42,58.0,0.58
PB2015.3499.5_15,44.0,0.44,56.0,0.56
PB2015.3499.5_16,48.0,0.48,52.0,0.52
PB2015.3499.5_10,46.0,0.46,54.0,0.54
PB2015.3499.5_11,44.0,0.44,56.0,0.56
PB2015.3499.5_12,50.0,0.5,50.0,0.5
PB2015.3499.5_13,46.0,0.46,54.0,0.54
PB2015.6893.3_24,62.0,0.62,38.0,0.38
PB2015.6893.3_25,52.0,0.52,48.0,0.48
PB2015.6893.3_26,60.0,0.6,40.0,0.4
PB2015.6893.3_27,50.0,0.5,50.0,0.5
PB2015.6893.3_20,66.0,0.66,34.0,0.34
PB2015.6893.3_21,68.0,0.68,32.0,0.32
PB2015.6893.3_22,74.0,0.74,26.0,0.26
PB2015.6893.3_23,60.0,0.6,40.0,0.4
PB2015.6893.3_28,50.0,0.5,50.0,0.5
PB2015.6893.3_29,52.0,0.52,48.0,0.48
PB2015.4490.1_2,66.0,0.66,34.0,0.34
PB2015.4490.1_0,66.0,0.66,34.0,0.34
PB2015.4490.1_1,68.0,0.68,32.0,0.32
PB2015.3541.2_7,66.0,0.66,34.0,0.34
PB2015.3541.2_6,66.0,0.66,34.0,0.34
PB2015.3541.2_5,66.0,0.66,34.0,0.34
PB2015.3541.2_4,70.0,0.7,30.0,0.3
PB2015.3541.2_3,56.0,0.56,44.0,0.44
PB2015.3541.2_2,60.0,0.6,40.0,0.4
PB2015.3541.2_1,54.0,0.54,46.0,0.46
PB2015.3541.2_0,64.0,0.64,36.0,0.36
PB2015.8919.1_8,68.0,0.68,32.0,0.32
PB2015.8919.1_9,54.0,0.54,46.0,0.46
PB2015.8919.1_2,68.0,0.68,32.0,0.32
PB2015.8919.1_3,66.0,0.66,34.0,0.34
PB2015.8919.1_0,74.0,0.74,26.0,0.26
PB2015.8919.1_1,70.0,0.7,30.0,0.3
PB2015.8919.1_6,64.0,0.64,36.0,0.36
PB2015.8919.1_7,54.0,0.54,46.0,0.46
PB2015.8919.1_4,68.0,0.68,32.0,0.32
PB2015.8919.1_5,62.0,0.62,38.0,0.38
PB2015.12338.1_7,58.0,0.58,42.0,0.42
PB2015.12338.1_6,64.0,0.64,36.0,0.36
PB2015.12338.1_5,62.0,0.62,38.0,0.38
PB2015.12338.1_4,62.0,0.62,38.0,0.38
PB2015.12338.1_3,60.0,0.6,40.0,0.4
PB2015.12338.1_2,58.0,0.58,42.0,0.42
PB2015.12338.1_1,56.0,0.56,44.0,0.44
PB2015.12338.1_0,60.0,0.6,40.0,0.4
PB2015.12338.1_9,74.0,0.74,26.0,0.26
PB2015.12338.1_8,66.0,0.66,34.0,0.34
PB2015.13541.1_15,50.0,0.5,50.0,0.5
PB2015.2260.2_10,64.0,0.64,36.0,0.36
PB2015.6516.2_29,58.0,0.58,42.0,0.42
PB2015.6516.2_28,58.0,0.58,42.0,0.42
PB2015.6516.2_23,56.0,0.56,44.0,0.44
PB2015.6516.2_22,48.0,0.48,52.0,0.52
PB2015.6516.2_21,52.0,0.52,48.0,0.48
PB2015.6516.2_20,56.0,0.56,44.0,0.44
PB2015.6516.2_27,62.0,0.62,38.0,0.38
PB2015.6516.2_26,62.0,0.62,38.0,0.38
PB2015.6516.2_25,68.0,0.68,32.0,0.32
PB2015.6516.2_24,62.0,0.62,38.0,0.38
PB2015.1202.3_0,62.0,0.62,38.0,0.38
PB2015.1202.3_1,58.0,0.58,42.0,0.42
PB2015.1202.3_2,64.0,0.64,36.0,0.36
PB2015.1202.3_3,62.0,0.62,38.0,0.38
PB2015.1202.3_4,60.0,0.6,40.0,0.4
PB2015.1202.3_5,62.0,0.62,38.0,0.38
PB2015.1202.3_6,64.0,0.64,36.0,0.36
PB2015.1202.3_7,62.0,0.62,38.0,0.38
PB2015.1202.3_8,50.0,0.5,50.0,0.5
PB2015.1202.3_9,54.0,0.54,46.0,0.46
PB2015.4806.5_0,66.0,0.66,34.0,0.34
PB2015.4471.2_32,58.0,0.58,42.0,0.42
PB2015.4471.2_33,64.0,0.64,36.0,0.36
PB2015.4471.2_30,64.0,0.64,36.0,0.36
PB2015.4471.2_31,60.0,0.6,40.0,0.4
PB2015.9479.3_33,68.0,0.68,32.0,0.32
PB2015.6503.1_1,66.0,0.66,34.0,0.34
PB2015.6503.1_0,66.0,0.66,34.0,0.34
PB2015.6503.1_3,64.0,0.64,36.0,0.36
PB2015.6503.1_2,60.0,0.6,40.0,0.4
PB2015.6503.1_5,70.0,0.7,30.0,0.3
PB2015.6503.1_4,68.0,0.68,32.0,0.32
PB2015.9535.1_7,66.0,0.66,34.0,0.34
PB2015.9535.1_6,68.0,0.68,32.0,0.32
PB2015.9535.1_5,66.0,0.66,34.0,0.34
PB2015.9535.1_4,58.0,0.58,42.0,0.42
PB2015.9535.1_3,62.0,0.62,38.0,0.38
PB2015.9535.1_2,66.0,0.66,34.0,0.34
PB2015.9535.1_1,64.0,0.64,36.0,0.36
PB2015.9535.1_0,70.0,0.7,30.0,0.3
PB2015.9535.1_8,62.0,0.62,38.0,0.38
PB2015.11013.7_25,60.0,0.6,40.0,0.4
PB2015.11013.7_24,58.0,0.58,42.0,0.42
PB2015.11013.7_27,66.0,0.66,34.0,0.34
PB2015.11013.7_26,66.0,0.66,34.0,0.34
PB2015.11013.7_21,56.0,0.56,44.0,0.44
PB2015.11013.7_20,48.0,0.48,52.0,0.52
PB2015.11013.7_23,54.0,0.54,46.0,0.46
PB2015.11013.7_22,58.0,0.58,42.0,0.42
PB2015.11013.7_29,58.0,0.58,42.0,0.42
PB2015.11013.7_28,56.0,0.56,44.0,0.44
PB2015.11114.3_0,48.0,0.48,52.0,0.52
PB2015.11114.3_1,58.0,0.58,42.0,0.42
PB2015.11114.3_2,56.0,0.56,44.0,0.44
PB2015.11114.3_3,56.0,0.56,44.0,0.44
PB2015.1094.13_10,56.0,0.56,44.0,0.44
PB2015.8545.2_10,58.0,0.58,42.0,0.42
PB2015.8545.2_11,60.0,0.6,40.0,0.4
PB2015.8545.2_12,64.0,0.64,36.0,0.36
PB2015.8545.2_13,62.0,0.62,38.0,0.38
PB2015.8545.2_14,58.0,0.58,42.0,0.42
PB2015.7779.1_1,60.0,0.6,40.0,0.4
PB2015.7779.1_0,60.0,0.6,40.0,0.4
PB2015.465.3_64,64.0,0.64,36.0,0.36
PB2015.465.3_65,60.0,0.6,40.0,0.4
PB2015.465.3_66,54.0,0.54,46.0,0.46
PB2015.465.3_67,54.0,0.54,46.0,0.46
PB2015.465.3_60,60.0,0.6,40.0,0.4
PB2015.465.3_61,56.0,0.56,44.0,0.44
PB2015.465.3_62,60.0,0.6,40.0,0.4
PB2015.465.3_63,60.0,0.6,40.0,0.4
PB2015.465.3_68,48.0,0.48,52.0,0.52
PB2015.465.3_69,52.0,0.52,48.0,0.48
PB2015.2847.25_19,68.0,0.68,32.0,0.32
PB2015.2847.25_18,62.0,0.62,38.0,0.38
PB2015.2847.25_13,56.0,0.56,44.0,0.44
PB2015.2847.25_12,60.0,0.6,40.0,0.4
PB2015.2847.25_11,58.0,0.58,42.0,0.42
PB2015.2847.25_10,62.0,0.62,38.0,0.38
PB2015.2847.25_17,58.0,0.58,42.0,0.42
PB2015.2847.25_16,60.0,0.6,40.0,0.4
PB2015.2847.25_15,62.0,0.62,38.0,0.38
PB2015.2847.25_14,60.0,0.6,40.0,0.4
PB2015.7916.3_7,62.0,0.62,38.0,0.38
PB2015.13557.8_8,52.0,0.52,48.0,0.48
PB2015.13557.8_9,60.0,0.6,40.0,0.4
PB2015.13557.8_6,46.0,0.46,54.0,0.54
PB2015.13557.8_7,56.0,0.56,44.0,0.44
PB2015.13557.8_4,48.0,0.48,52.0,0.52
PB2015.13557.8_5,48.0,0.48,52.0,0.52
PB2015.13557.8_2,60.0,0.6,40.0,0.4
PB2015.13557.8_3,48.0,0.48,52.0,0.52
PB2015.13557.8_0,58.0,0.58,42.0,0.42
PB2015.13557.8_1,58.0,0.58,42.0,0.42
PB2015.15471.2_9,30.0,0.3,70.0,0.7
PB2015.15471.2_8,38.0,0.38,62.0,0.62
PB2015.15471.2_7,46.0,0.46,54.0,0.54
PB2015.15471.2_6,50.0,0.5,50.0,0.5
PB2015.15471.2_5,58.0,0.58,42.0,0.42
PB2015.15471.2_4,60.0,0.6,40.0,0.4
PB2015.15471.2_3,58.0,0.58,42.0,0.42
PB2015.15471.2_2,62.0,0.62,38.0,0.38
PB2015.15471.2_1,44.0,0.44,56.0,0.56
PB2015.15471.2_0,62.0,0.62,38.0,0.38
PB2015.15400.2_28,66.0,0.66,34.0,0.34
PB2015.15400.2_29,64.0,0.64,36.0,0.36
PB2015.15400.2_26,66.0,0.66,34.0,0.34
PB2015.15400.2_27,62.0,0.62,38.0,0.38
PB2015.15400.2_24,58.0,0.58,42.0,0.42
PB2015.15400.2_25,68.0,0.68,32.0,0.32
PB2015.15400.2_22,48.0,0.48,52.0,0.52
PB2015.15400.2_23,60.0,0.6,40.0,0.4
PB2015.15400.2_20,60.0,0.6,40.0,0.4
PB2015.15400.2_21,56.0,0.56,44.0,0.44
PB2015.499.1_8,58.0,0.58,42.0,0.42
PB2015.499.1_9,54.0,0.54,46.0,0.46
PB2015.499.1_6,46.0,0.46,54.0,0.54
PB2015.499.1_7,54.0,0.54,46.0,0.46
PB2015.499.1_4,56.0,0.56,44.0,0.44
PB2015.499.1_5,52.0,0.52,48.0,0.48
PB2015.499.1_2,48.0,0.48,52.0,0.52
PB2015.499.1_3,56.0,0.56,44.0,0.44
PB2015.499.1_0,46.0,0.46,54.0,0.54
PB2015.499.1_1,46.0,0.46,54.0,0.54
PB2015.3642.4_11,48.0,0.48,52.0,0.52
PB2015.3642.4_10,54.0,0.54,46.0,0.46
PB2015.3642.4_13,52.0,0.52,48.0,0.48
PB2015.3642.4_12,52.0,0.52,48.0,0.48
PB2015.3642.4_15,46.0,0.46,54.0,0.54
PB2015.3642.4_14,48.0,0.48,52.0,0.52
PB2015.3642.4_17,48.0,0.48,52.0,0.52
PB2015.3642.4_16,50.0,0.5,50.0,0.5
PB2015.3176.1_4,56.0,0.56,44.0,0.44
PB2015.14179.4_25,72.0,0.72,28.0,0.28
PB2015.15910.1_2,64.0,0.64,36.0,0.36
PB2015.15910.1_3,58.0,0.58,42.0,0.42
PB2015.15910.1_0,52.0,0.52,48.0,0.48
PB2015.15910.1_1,60.0,0.6,40.0,0.4
PB2015.15910.1_4,58.0,0.58,42.0,0.42
PB2015.15910.1_5,58.0,0.58,42.0,0.42
PB2015.3176.1_0,64.0,0.64,36.0,0.36
PB2015.3176.1_1,66.0,0.66,34.0,0.34
PB2015.3081.3_35,56.0,0.56,44.0,0.44
PB2015.3081.3_34,48.0,0.48,52.0,0.52
PB2015.3081.3_37,62.0,0.62,38.0,0.38
PB2015.3081.3_36,52.0,0.52,48.0,0.48
PB2015.3081.3_31,50.0,0.5,50.0,0.5
PB2015.3081.3_30,50.0,0.5,50.0,0.5
PB2015.3081.3_33,58.0,0.58,42.0,0.42
PB2015.3081.3_32,54.0,0.54,46.0,0.46
PB2015.3081.3_39,62.0,0.62,38.0,0.38
PB2015.3081.3_38,68.0,0.68,32.0,0.32
PB2015.1250.2_8,56.0,0.56,44.0,0.44
PB2015.1250.2_9,56.0,0.56,44.0,0.44
PB2015.1250.2_4,72.0,0.72,28.0,0.28
PB2015.1250.2_5,70.0,0.7,30.0,0.3
PB2015.1250.2_6,70.0,0.7,30.0,0.3
PB2015.1250.2_7,60.0,0.6,40.0,0.4
PB2015.1250.2_0,58.0,0.58,42.0,0.42
PB2015.1250.2_1,58.0,0.58,42.0,0.42
PB2015.1250.2_2,64.0,0.64,36.0,0.36
PB2015.1250.2_3,66.0,0.66,34.0,0.34
PB2015.16046.8_18,54.0,0.54,46.0,0.46
PB2015.16046.8_19,58.0,0.58,42.0,0.42
PB2015.16046.8_10,54.0,0.54,46.0,0.46
PB2015.16046.8_11,62.0,0.62,38.0,0.38
PB2015.16046.8_12,58.0,0.58,42.0,0.42
PB2015.16046.8_13,56.0,0.56,44.0,0.44
PB2015.16046.8_14,60.0,0.6,40.0,0.4
PB2015.16046.8_15,58.0,0.58,42.0,0.42
PB2015.16046.8_16,48.0,0.48,52.0,0.52
PB2015.16046.8_17,58.0,0.58,42.0,0.42
PB2015.14672.3_78,68.0,0.68,32.0,0.32
PB2015.14672.3_79,66.0,0.66,34.0,0.34
PB2015.14672.3_70,70.0,0.7,30.0,0.3
PB2015.14672.3_71,72.0,0.72,28.0,0.28
PB2015.14672.3_72,66.0,0.66,34.0,0.34
PB2015.14672.3_73,66.0,0.66,34.0,0.34
PB2015.14672.3_74,68.0,0.68,32.0,0.32
PB2015.14672.3_75,66.0,0.66,34.0,0.34
PB2015.14672.3_76,68.0,0.68,32.0,0.32
PB2015.14672.3_77,68.0,0.68,32.0,0.32
PB2015.14886.1_40,56.0,0.56,44.0,0.44
PB2015.3721.4_1,62.0,0.62,38.0,0.38
PB2015.3721.4_0,58.0,0.58,42.0,0.42
PB2015.847.1_108,56.0,0.56,44.0,0.44
PB2015.847.1_109,56.0,0.56,44.0,0.44
PB2015.847.1_100,58.0,0.58,42.0,0.42
PB2015.847.1_101,54.0,0.54,46.0,0.46
PB2015.847.1_102,60.0,0.6,40.0,0.4
PB2015.847.1_103,58.0,0.58,42.0,0.42
PB2015.847.1_104,56.0,0.56,44.0,0.44
PB2015.847.1_105,56.0,0.56,44.0,0.44
PB2015.847.1_106,66.0,0.66,34.0,0.34
PB2015.847.1_107,60.0,0.6,40.0,0.4
PB2015.7497.4_5,54.0,0.54,46.0,0.46
PB2015.7497.4_4,58.0,0.58,42.0,0.42
PB2015.7497.4_7,60.0,0.6,40.0,0.4
PB2015.7497.4_6,66.0,0.66,34.0,0.34
PB2015.7497.4_1,58.0,0.58,42.0,0.42
PB2015.7497.4_0,64.0,0.64,36.0,0.36
PB2015.7497.4_3,56.0,0.56,44.0,0.44
PB2015.7497.4_2,58.0,0.58,42.0,0.42
PB2015.14819.5_8,54.0,0.54,46.0,0.46
PB2015.1445.1_26,66.0,0.66,34.0,0.34
PB2015.1445.1_27,58.0,0.58,42.0,0.42
PB2015.1445.1_24,58.0,0.58,42.0,0.42
PB2015.1445.1_25,54.0,0.54,46.0,0.46
PB2015.1445.1_22,42.0,0.42,58.0,0.58
PB2015.1445.1_23,40.0,0.4,60.0,0.6
PB2015.1445.1_20,28.0,0.28,72.0,0.72
PB2015.1445.1_21,36.0,0.36,64.0,0.64
PB2015.1445.1_28,56.0,0.56,44.0,0.44
PB2015.1445.1_29,58.0,0.58,42.0,0.42
PB2015.9727.3_0,66.0,0.66,34.0,0.34
PB2015.12543.4_248,60.0,0.6,40.0,0.4
PB2015.12543.4_249,72.0,0.72,28.0,0.28
PB2015.12543.4_246,62.0,0.62,38.0,0.38
PB2015.12543.4_247,58.0,0.58,42.0,0.42
PB2015.12543.4_244,56.0,0.56,44.0,0.44
PB2015.12543.4_245,56.0,0.56,44.0,0.44
PB2015.12543.4_242,64.0,0.64,36.0,0.36
PB2015.12543.4_243,62.0,0.62,38.0,0.38
PB2015.12543.4_240,66.0,0.66,34.0,0.34
PB2015.12543.4_241,62.0,0.62,38.0,0.38
PB2015.6578.1_28,70.0,0.7,30.0,0.3
PB2015.6578.1_29,68.0,0.68,32.0,0.32
PB2015.6578.1_26,56.0,0.56,44.0,0.44
PB2015.6578.1_27,62.0,0.62,38.0,0.38
PB2015.6578.1_24,44.0,0.44,56.0,0.56
PB2015.6578.1_25,50.0,0.5,50.0,0.5
PB2015.6578.1_22,32.0,0.32,68.0,0.68
PB2015.6578.1_23,44.0,0.44,56.0,0.56
PB2015.6578.1_20,42.0,0.42,58.0,0.58
PB2015.6578.1_21,36.0,0.36,64.0,0.64
PB2015.137.1_16,62.0,0.62,38.0,0.38
PB2015.254.1_1,42.0,0.42,58.0,0.58
PB2015.254.1_0,50.0,0.5,50.0,0.5
PB2015.2683.1_8,56.0,0.56,44.0,0.44
PB2015.2683.1_9,58.0,0.58,42.0,0.42
PB2015.2683.1_6,56.0,0.56,44.0,0.44
PB2015.2683.1_7,56.0,0.56,44.0,0.44
PB2015.2683.1_4,68.0,0.68,32.0,0.32
PB2015.2683.1_5,58.0,0.58,42.0,0.42
PB2015.2683.1_2,74.0,0.74,26.0,0.26
PB2015.2683.1_3,66.0,0.66,34.0,0.34
PB2015.2683.1_0,62.0,0.62,38.0,0.38
PB2015.2683.1_1,66.0,0.66,34.0,0.34
PB2015.1781.3_25,60.0,0.6,40.0,0.4
PB2015.1781.3_24,62.0,0.62,38.0,0.38
PB2015.1781.3_27,54.0,0.54,46.0,0.46
PB2015.1781.3_26,58.0,0.58,42.0,0.42
PB2015.1781.3_21,64.0,0.64,36.0,0.36
PB2015.1781.3_20,70.0,0.7,30.0,0.3
PB2015.1781.3_23,64.0,0.64,36.0,0.36
PB2015.1781.3_22,68.0,0.68,32.0,0.32
PB2015.1781.3_29,58.0,0.58,42.0,0.42
PB2015.1781.3_28,58.0,0.58,42.0,0.42
PB2015.299.3_8,54.0,0.54,46.0,0.46
PB2015.299.3_6,54.0,0.54,46.0,0.46
PB2015.299.3_7,62.0,0.62,38.0,0.38
PB2015.299.3_4,60.0,0.6,40.0,0.4
PB2015.299.3_5,56.0,0.56,44.0,0.44
PB2015.299.3_2,54.0,0.54,46.0,0.46
PB2015.299.3_3,62.0,0.62,38.0,0.38
PB2015.299.3_0,62.0,0.62,38.0,0.38
PB2015.299.3_1,60.0,0.6,40.0,0.4
PB2015.13503.1_127,66.0,0.66,34.0,0.34
PB2015.3754.12_4,56.0,0.56,44.0,0.44
PB2015.3754.12_1,56.0,0.56,44.0,0.44
PB2015.10389.2_28,64.0,0.64,36.0,0.36
PB2015.3754.12_3,48.0,0.48,52.0,0.52
PB2015.3754.12_2,52.0,0.52,48.0,0.48
PB2015.10389.2_25,68.0,0.68,32.0,0.32
PB2015.10389.2_24,60.0,0.6,40.0,0.4
PB2015.10389.2_27,66.0,0.66,34.0,0.34
PB2015.10389.2_26,68.0,0.68,32.0,0.32
PB2015.10389.2_21,64.0,0.64,36.0,0.36
PB2015.10389.2_20,68.0,0.68,32.0,0.32
PB2015.10389.2_23,58.0,0.58,42.0,0.42
PB2015.10389.2_22,64.0,0.64,36.0,0.36
PB2015.2960.1_28,58.0,0.58,42.0,0.42
PB2015.2960.1_27,50.0,0.5,50.0,0.5
PB2015.2960.1_26,46.0,0.46,54.0,0.54
PB2015.2960.1_25,58.0,0.58,42.0,0.42
PB2015.2960.1_24,68.0,0.68,32.0,0.32
PB2015.2960.1_23,70.0,0.7,30.0,0.3
PB2015.2960.1_22,68.0,0.68,32.0,0.32
PB2015.2960.1_21,68.0,0.68,32.0,0.32
PB2015.2960.1_20,60.0,0.6,40.0,0.4
PB2015.12392.2_8,60.0,0.6,40.0,0.4
PB2015.9422.14_6,60.0,0.6,40.0,0.4
PB2015.12392.2_0,68.0,0.68,32.0,0.32
PB2015.12392.2_1,70.0,0.7,30.0,0.3
PB2015.12392.2_2,62.0,0.62,38.0,0.38
PB2015.12392.2_3,62.0,0.62,38.0,0.38
PB2015.12392.2_4,56.0,0.56,44.0,0.44
PB2015.12392.2_5,64.0,0.64,36.0,0.36
PB2015.12392.2_6,60.0,0.6,40.0,0.4
PB2015.12392.2_7,66.0,0.66,34.0,0.34
PB2015.1445.1_122,72.0,0.72,28.0,0.28
PB2015.1445.1_123,70.0,0.7,30.0,0.3
PB2015.1445.1_120,74.0,0.74,26.0,0.26
PB2015.16731.1_9,68.0,0.68,32.0,0.32
PB2015.1445.1_126,68.0,0.68,32.0,0.32
PB2015.1445.1_127,68.0,0.68,32.0,0.32
PB2015.1445.1_124,60.0,0.6,40.0,0.4
PB2015.1445.1_125,60.0,0.6,40.0,0.4
PB2015.16731.1_2,66.0,0.66,34.0,0.34
PB2015.16731.1_3,58.0,0.58,42.0,0.42
PB2015.1445.1_128,64.0,0.64,36.0,0.36
PB2015.1445.1_129,60.0,0.6,40.0,0.4
PB2015.16731.1_6,64.0,0.64,36.0,0.36
PB2015.16731.1_7,66.0,0.66,34.0,0.34
PB2015.16731.1_4,70.0,0.7,30.0,0.3
PB2015.16731.1_5,60.0,0.6,40.0,0.4
PB2015.860.2_5,62.0,0.62,38.0,0.38
PB2015.860.2_4,64.0,0.64,36.0,0.36
PB2015.860.2_7,64.0,0.64,36.0,0.36
PB2015.860.2_6,66.0,0.66,34.0,0.34
PB2015.860.2_1,62.0,0.62,38.0,0.38
PB2015.860.2_0,56.0,0.56,44.0,0.44
PB2015.860.2_3,66.0,0.66,34.0,0.34
PB2015.860.2_2,66.0,0.66,34.0,0.34
PB2015.860.2_9,60.0,0.6,40.0,0.4
PB2015.860.2_8,64.0,0.64,36.0,0.36
PB2015.12681.2_57,48.0,0.48,52.0,0.52
PB2015.7763.1_0,58.0,0.58,42.0,0.42
PB2015.7763.1_1,56.0,0.56,44.0,0.44
PB2015.12681.2_51,52.0,0.52,48.0,0.48
PB2015.16106.5_33,44.0,0.44,56.0,0.56
PB2015.7747.1_12,58.0,0.58,42.0,0.42
PB2015.7747.1_13,64.0,0.64,36.0,0.36
PB2015.7747.1_10,58.0,0.58,42.0,0.42
PB2015.7747.1_11,54.0,0.54,46.0,0.46
PB2015.7747.1_16,54.0,0.54,46.0,0.46
PB2015.7747.1_17,44.0,0.44,56.0,0.56
PB2015.7747.1_14,52.0,0.52,48.0,0.48
PB2015.7747.1_15,48.0,0.48,52.0,0.52
PB2015.7747.1_18,46.0,0.46,54.0,0.54
PB2015.12681.2_52,48.0,0.48,52.0,0.52
PB2015.3291.9_12,70.0,0.7,30.0,0.3
PB2015.3291.9_13,64.0,0.64,36.0,0.36
PB2015.3291.9_10,62.0,0.62,38.0,0.38
PB2015.3291.9_11,58.0,0.58,42.0,0.42
PB2015.3291.9_16,52.0,0.52,48.0,0.48
PB2015.3291.9_17,58.0,0.58,42.0,0.42
PB2015.3291.9_14,62.0,0.62,38.0,0.38
PB2015.3291.9_15,58.0,0.58,42.0,0.42
PB2015.3291.9_18,44.0,0.44,56.0,0.56
PB2015.3291.9_19,52.0,0.52,48.0,0.48
PB2015.15206.1_5,64.0,0.64,36.0,0.36
PB2015.224.1_8,60.0,0.6,40.0,0.4
PB2015.224.1_9,54.0,0.54,46.0,0.46
PB2015.224.1_4,48.0,0.48,52.0,0.52
PB2015.224.1_5,58.0,0.58,42.0,0.42
PB2015.224.1_6,60.0,0.6,40.0,0.4
PB2015.224.1_7,52.0,0.52,48.0,0.48
PB2015.224.1_0,60.0,0.6,40.0,0.4
PB2015.224.1_1,64.0,0.64,36.0,0.36
PB2015.224.1_2,58.0,0.58,42.0,0.42
PB2015.224.1_3,52.0,0.52,48.0,0.48
PB2015.16642.9_131,60.0,0.6,40.0,0.4
PB2015.16642.9_130,52.0,0.52,48.0,0.48
PB2015.9242.1_0,60.0,0.6,40.0,0.4
PB2015.9242.1_1,66.0,0.66,34.0,0.34
PB2015.1006.3_25,60.0,0.6,40.0,0.4
PB2015.1006.3_24,54.0,0.54,46.0,0.46
PB2015.1006.3_27,52.0,0.52,48.0,0.48
PB2015.1006.3_26,54.0,0.54,46.0,0.46
PB2015.1006.3_21,48.0,0.48,52.0,0.52
PB2015.1006.3_20,58.0,0.58,42.0,0.42
PB2015.1006.3_23,64.0,0.64,36.0,0.36
PB2015.1006.3_22,54.0,0.54,46.0,0.46
PB2015.1006.3_29,52.0,0.52,48.0,0.48
PB2015.1006.3_28,54.0,0.54,46.0,0.46
PB2015.10871.1_2,68.0,0.68,32.0,0.32
PB2015.12543.4_118,60.0,0.6,40.0,0.4
PB2015.11139.1_1,44.0,0.44,56.0,0.56
PB2015.11139.1_0,38.0,0.38,62.0,0.62
PB2015.11139.1_3,30.0,0.3,70.0,0.7
PB2015.11139.1_2,44.0,0.44,56.0,0.56
PB2015.11139.1_5,36.0,0.36,64.0,0.64
PB2015.11139.1_4,20.0,0.2,80.0,0.8
PB2015.11139.1_7,30.0,0.3,70.0,0.7
PB2015.11139.1_6,34.0,0.34,66.0,0.66
PB2015.11139.1_9,26.0,0.26,74.0,0.74
PB2015.11139.1_8,32.0,0.32,68.0,0.68
PB2015.8158.2_16,60.0,0.6,40.0,0.4
PB2015.8158.2_17,50.0,0.5,50.0,0.5
PB2015.8158.2_14,58.0,0.58,42.0,0.42
PB2015.8158.2_15,62.0,0.62,38.0,0.38
PB2015.8158.2_12,54.0,0.54,46.0,0.46
PB2015.8158.2_13,62.0,0.62,38.0,0.38
PB2015.8158.2_10,60.0,0.6,40.0,0.4
PB2015.8158.2_11,58.0,0.58,42.0,0.42
PB2015.12543.4_110,60.0,0.6,40.0,0.4
PB2015.8158.2_18,56.0,0.56,44.0,0.44
PB2015.8158.2_19,54.0,0.54,46.0,0.46
PB2015.12543.4_111,58.0,0.58,42.0,0.42
PB2015.15646.1_8,68.0,0.68,32.0,0.32
PB2015.15646.1_9,66.0,0.66,34.0,0.34
PB2015.15646.1_0,70.0,0.7,30.0,0.3
PB2015.15646.1_1,58.0,0.58,42.0,0.42
PB2015.15646.1_2,62.0,0.62,38.0,0.38
PB2015.15646.1_3,60.0,0.6,40.0,0.4
PB2015.15646.1_4,60.0,0.6,40.0,0.4
PB2015.15646.1_5,60.0,0.6,40.0,0.4
PB2015.15646.1_6,56.0,0.56,44.0,0.44
PB2015.15646.1_7,64.0,0.64,36.0,0.36
PB2015.12182.1_2,62.0,0.62,38.0,0.38
PB2015.1602.2_29,48.0,0.48,52.0,0.52
PB2015.12182.1_0,62.0,0.62,38.0,0.38
PB2015.12182.1_1,64.0,0.64,36.0,0.36
PB2015.12182.1_6,62.0,0.62,38.0,0.38
PB2015.12182.1_7,62.0,0.62,38.0,0.38
PB2015.12182.1_4,54.0,0.54,46.0,0.46
PB2015.12182.1_5,62.0,0.62,38.0,0.38
PB2015.1602.2_20,70.0,0.7,30.0,0.3
PB2015.1602.2_21,52.0,0.52,48.0,0.48
PB2015.12182.1_8,56.0,0.56,44.0,0.44
PB2015.1602.2_23,62.0,0.62,38.0,0.38
